"video","frame","event_type","crop_path","matched","notes","source"
"AD228.avi","5264","leave_ues","crops\AD228.avi\ues\event_046_leave_ues_frame_5264_ues.jpg","True","metadata_exact","input"
"AD228.avi","5607","before_onset","crops\AD228.avi\ues\event_023_before_onset_frame_5607_ues.jpg","True","metadata_exact","input"
"AD228.avi","5616","touch_ues","crops\AD228.avi\ues\event_071_touch_ues_frame_5616_ues.jpg","True","metadata_exact","input"
"AD228.avi","5624","leave_ues","crops\AD228.avi\ues\event_047_leave_ues_frame_5624_ues.jpg","True","metadata_exact","input"
"AD228.avi","5733","before_onset","crops\AD228.avi\ues\event_024_before_onset_frame_5733_ues.jpg","True","metadata_exact","input"
"AD228.avi","5742","touch_ues","crops\AD228.avi\ues\event_072_touch_ues_frame_5742_ues.jpg","True","metadata_exact","input"
"AD228.avi","5757","leave_ues","crops\AD228.avi\ues\event_048_leave_ues_frame_5757_ues.jpg","True","metadata_exact","input"
"AD228.avi","6013","leave_ues","crops\AD228.avi\ues\event_049_leave_ues_frame_6013_ues.jpg","True","metadata_exact","input"
"AD235.avi","584","before_onset","crops\AD235.avi\ues\event_000_before_onset_frame_584_ues.jpg","True","metadata_exact","input"
"AD235.avi","1804","before_onset","crops\AD235.avi\ues\event_001_before_onset_frame_1804_ues.jpg","True","metadata_exact","input"
"AD235.avi","1826","touch_ues","crops\AD235.avi\ues\event_022_touch_ues_frame_1826_ues.jpg","True","metadata_exact","input"
"AD235.avi","1839","leave_ues","crops\AD235.avi\ues\event_012_leave_ues_frame_1839_ues.jpg","True","metadata_exact","input"
"AD235.avi","2053","before_onset","crops\AD235.avi\ues\event_002_before_onset_frame_2053_ues.jpg","True","metadata_exact","input"
"AD235.avi","2068","touch_ues","crops\AD235.avi\ues\event_023_touch_ues_frame_2068_ues.jpg","True","metadata_exact","input"
"AD235.avi","2091","leave_ues","crops\AD235.avi\ues\event_013_leave_ues_frame_2091_ues.jpg","True","metadata_exact","input"
"AD235.avi","2306","before_onset","crops\AD235.avi\ues\event_003_before_onset_frame_2306_ues.jpg","True","metadata_exact","input"
"AD235.avi","2322","touch_ues","crops\AD235.avi\ues\event_024_touch_ues_frame_2322_ues.jpg","True","metadata_exact","input"
"AD235.avi","2361","leave_ues","crops\AD235.avi\ues\event_014_leave_ues_frame_2361_ues.jpg","True","metadata_exact","input"
"AD235.avi","2476","before_onset","crops\AD235.avi\ues\event_004_before_onset_frame_2476_ues.jpg","True","metadata_exact","input"
"AD235.avi","2488","touch_ues","crops\AD235.avi\ues\event_025_touch_ues_frame_2488_ues.jpg","True","metadata_exact","input"
"AD235.avi","2566","leave_ues","crops\AD235.avi\ues\event_015_leave_ues_frame_2566_ues.jpg","True","metadata_exact","input"
"AD235.avi","2694","touch_ues","crops\AD235.avi\ues\event_026_touch_ues_frame_2694_ues.jpg","True","metadata_exact","input"
"AD235.avi","2965","before_onset","crops\AD235.avi\ues\event_005_before_onset_frame_2965_ues.jpg","True","metadata_exact","input"
"AD235.avi","2978","touch_ues","crops\AD235.avi\ues\event_027_touch_ues_frame_2978_ues.jpg","True","metadata_exact","input"
"AD235.avi","3016","leave_ues","crops\AD235.avi\ues\event_016_leave_ues_frame_3016_ues.jpg","True","metadata_exact","input"
"AD235.avi","3200","before_onset","crops\AD235.avi\ues\event_006_before_onset_frame_3200_ues.jpg","True","metadata_exact","input"
"AD235.avi","3220","touch_ues","crops\AD235.avi\ues\event_028_touch_ues_frame_3220_ues.jpg","True","metadata_exact","input"
"AD235.avi","3282","leave_ues","crops\AD235.avi\ues\event_017_leave_ues_frame_3282_ues.jpg","True","metadata_exact","input"
"AD235.avi","3335","before_onset","crops\AD235.avi\ues\event_007_before_onset_frame_3335_ues.jpg","True","metadata_exact","input"
"AD235.avi","3375","touch_ues","crops\AD235.avi\ues\event_029_touch_ues_frame_3375_ues.jpg","True","metadata_exact","input"
"AD235.avi","3411","leave_ues","crops\AD235.avi\ues\event_018_leave_ues_frame_3411_ues.jpg","True","metadata_exact","input"
"AD235.avi","3481","before_onset","crops\AD235.avi\ues\event_008_before_onset_frame_3481_ues.jpg","True","metadata_exact","input"
"AD235.avi","3512","touch_ues","crops\AD235.avi\ues\event_030_touch_ues_frame_3512_ues.jpg","True","metadata_exact","input"
"AD235.avi","3982","before_onset","crops\AD235.avi\ues\event_009_before_onset_frame_3982_ues.jpg","True","metadata_exact","input"
"AD235.avi","3997","touch_ues","crops\AD235.avi\ues\event_031_touch_ues_frame_3997_ues.jpg","True","metadata_exact","input"
"AD235.avi","4012","leave_ues","crops\AD235.avi\ues\event_019_leave_ues_frame_4012_ues.jpg","True","metadata_exact","input"
"AD235.avi","4244","before_onset","crops\AD235.avi\ues\event_010_before_onset_frame_4244_ues.jpg","True","metadata_exact","input"
"AD235.avi","4262","touch_ues","crops\AD235.avi\ues\event_032_touch_ues_frame_4262_ues.jpg","True","metadata_exact","input"
"AD235.avi","4285","leave_ues","crops\AD235.avi\ues\event_020_leave_ues_frame_4285_ues.jpg","True","metadata_exact","input"
"AD235.avi","4524","before_onset","crops\AD235.avi\ues\event_011_before_onset_frame_4524_ues.jpg","True","metadata_exact","input"
"AD235.avi","4540","touch_ues","crops\AD235.avi\ues\event_033_touch_ues_frame_4540_ues.jpg","True","metadata_exact","input"
"AD235.avi","4582","leave_ues","crops\AD235.avi\ues\event_021_leave_ues_frame_4582_ues.jpg","True","metadata_exact","input"
"AD238.avi","159","before_onset","crops\AD238.avi\ues\event_000_before_onset_frame_159_ues.jpg","True","metadata_exact","input"
"AD238.avi","171","touch_ues","crops\AD238.avi\ues\event_041_touch_ues_frame_171_ues.jpg","True","metadata_exact","input"
"AD238.avi","180","leave_ues","crops\AD238.avi\ues\event_023_leave_ues_frame_180_ues.jpg","True","metadata_exact","input"
"AD238.avi","313","before_onset","crops\AD238.avi\ues\event_001_before_onset_frame_313_ues.jpg","True","metadata_exact","input"
"AD238.avi","323","touch_ues","crops\AD238.avi\ues\event_042_touch_ues_frame_323_ues.jpg","True","metadata_exact","input"
"AD238.avi","345","leave_ues","crops\AD238.avi\ues\event_024_leave_ues_frame_345_ues.jpg","True","metadata_exact","input"
"AD238.avi","520","before_onset","crops\AD238.avi\ues\event_002_before_onset_frame_520_ues.jpg","True","metadata_exact","input"
"AD238.avi","647","before_onset","crops\AD238.avi\ues\event_003_before_onset_frame_647_ues.jpg","True","metadata_exact","input"
"AD238.avi","659","touch_ues","crops\AD238.avi\ues\event_043_touch_ues_frame_659_ues.jpg","True","metadata_exact","input"
"AD238.avi","678","leave_ues","crops\AD238.avi\ues\event_025_leave_ues_frame_678_ues.jpg","True","metadata_exact","input"
"AD238.avi","785","before_onset","crops\AD238.avi\ues\event_004_before_onset_frame_785_ues.jpg","True","metadata_exact","input"
"AD238.avi","878","before_onset","crops\AD238.avi\ues\event_005_before_onset_frame_878_ues.jpg","True","metadata_exact","input"
"AD238.avi","905","touch_ues","crops\AD238.avi\ues\event_044_touch_ues_frame_905_ues.jpg","True","metadata_exact","input"
"AD238.avi","923","leave_ues","crops\AD238.avi\ues\event_026_leave_ues_frame_923_ues.jpg","True","metadata_exact","input"
"AD238.avi","1023","before_onset","crops\AD238.avi\ues\event_006_before_onset_frame_1023_ues.jpg","True","metadata_exact","input"
"AD238.avi","2093","before_onset","crops\AD238.avi\ues\event_007_before_onset_frame_2093_ues.jpg","True","metadata_exact","input"
"AD238.avi","2109","touch_ues","crops\AD238.avi\ues\event_045_touch_ues_frame_2109_ues.jpg","True","metadata_exact","input"
"AD238.avi","2125","leave_ues","crops\AD238.avi\ues\event_027_leave_ues_frame_2125_ues.jpg","True","metadata_exact","input"
"AD238.avi","2257","before_onset","crops\AD238.avi\ues\event_008_before_onset_frame_2257_ues.jpg","True","metadata_exact","input"
"AD238.avi","2270","touch_ues","crops\AD238.avi\ues\event_046_touch_ues_frame_2270_ues.jpg","True","metadata_exact","input"
"AD238.avi","2291","leave_ues","crops\AD238.avi\ues\event_028_leave_ues_frame_2291_ues.jpg","True","metadata_exact","input"
"AD238.avi","2471","before_onset","crops\AD238.avi\ues\event_009_before_onset_frame_2471_ues.jpg","True","metadata_exact","input"
"AD238.avi","2484","touch_ues","crops\AD238.avi\ues\event_047_touch_ues_frame_2484_ues.jpg","True","metadata_exact","input"
"AD238.avi","2523","leave_ues","crops\AD238.avi\ues\event_029_leave_ues_frame_2523_ues.jpg","True","metadata_exact","input"
"AD238.avi","2754","before_onset","crops\AD238.avi\ues\event_010_before_onset_frame_2754_ues.jpg","True","metadata_exact","input"
"AD238.avi","2767","touch_ues","crops\AD238.avi\ues\event_048_touch_ues_frame_2767_ues.jpg","True","metadata_exact","input"
"AD238.avi","2776","leave_ues","crops\AD238.avi\ues\event_030_leave_ues_frame_2776_ues.jpg","True","metadata_exact","input"
"AD238.avi","2946","before_onset","crops\AD238.avi\ues\event_011_before_onset_frame_2946_ues.jpg","True","metadata_exact","input"
"AD238.avi","2959","touch_ues","crops\AD238.avi\ues\event_049_touch_ues_frame_2959_ues.jpg","True","metadata_exact","input"
"AD238.avi","2975","leave_ues","crops\AD238.avi\ues\event_031_leave_ues_frame_2975_ues.jpg","True","metadata_exact","input"
"AD238.avi","3216","before_onset","crops\AD238.avi\ues\event_012_before_onset_frame_3216_ues.jpg","True","metadata_exact","input"
"AD238.avi","3230","touch_ues","crops\AD238.avi\ues\event_050_touch_ues_frame_3230_ues.jpg","True","metadata_exact","input"
"AD238.avi","3251","leave_ues","crops\AD238.avi\ues\event_032_leave_ues_frame_3251_ues.jpg","True","metadata_exact","input"
"AD238.avi","3408","before_onset","crops\AD238.avi\ues\event_013_before_onset_frame_3408_ues.jpg","True","metadata_exact","input"
"AD238.avi","3420","touch_ues","crops\AD238.avi\ues\event_051_touch_ues_frame_3420_ues.jpg","True","metadata_exact","input"
"AD238.avi","3449","leave_ues","crops\AD238.avi\ues\event_033_leave_ues_frame_3449_ues.jpg","True","metadata_exact","input"
"AD238.avi","3653","before_onset","crops\AD238.avi\ues\event_014_before_onset_frame_3653_ues.jpg","True","metadata_exact","input"
"AD238.avi","3667","touch_ues","crops\AD238.avi\ues\event_052_touch_ues_frame_3667_ues.jpg","True","metadata_exact","input"
"AD238.avi","3687","leave_ues","crops\AD238.avi\ues\event_034_leave_ues_frame_3687_ues.jpg","True","metadata_exact","input"
"AD238.avi","3770","before_onset","crops\AD238.avi\ues\event_015_before_onset_frame_3770_ues.jpg","True","metadata_exact","input"
"AD238.avi","3788","touch_ues","crops\AD238.avi\ues\event_053_touch_ues_frame_3788_ues.jpg","True","metadata_exact","input"
"AD238.avi","3816","leave_ues","crops\AD238.avi\ues\event_035_leave_ues_frame_3816_ues.jpg","True","metadata_exact","input"
"AD238.avi","3924","before_onset","crops\AD238.avi\ues\event_016_before_onset_frame_3924_ues.jpg","True","metadata_exact","input"
"AD238.avi","3938","touch_ues","crops\AD238.avi\ues\event_054_touch_ues_frame_3938_ues.jpg","True","metadata_exact","input"
"AD238.avi","4103","before_onset","crops\AD238.avi\ues\event_017_before_onset_frame_4103_ues.jpg","True","metadata_exact","input"
"AD238.avi","4115","touch_ues","crops\AD238.avi\ues\event_055_touch_ues_frame_4115_ues.jpg","True","metadata_exact","input"
"AD238.avi","4130","leave_ues","crops\AD238.avi\ues\event_036_leave_ues_frame_4130_ues.jpg","True","metadata_exact","input"
"AD238.avi","4219","before_onset","crops\AD238.avi\ues\event_018_before_onset_frame_4219_ues.jpg","True","metadata_exact","input"
"AD238.avi","4231","touch_ues","crops\AD238.avi\ues\event_056_touch_ues_frame_4231_ues.jpg","True","metadata_exact","input"
"AD238.avi","4263","leave_ues","crops\AD238.avi\ues\event_037_leave_ues_frame_4263_ues.jpg","True","metadata_exact","input"
"AD238.avi","4463","before_onset","crops\AD238.avi\ues\event_019_before_onset_frame_4463_ues.jpg","True","metadata_exact","input"
"AD238.avi","4478","touch_ues","crops\AD238.avi\ues\event_057_touch_ues_frame_4478_ues.jpg","True","metadata_exact","input"
"AD238.avi","4483","leave_ues","crops\AD238.avi\ues\event_038_leave_ues_frame_4483_ues.jpg","True","metadata_exact","input"
"AD238.avi","4708","before_onset","crops\AD238.avi\ues\event_020_before_onset_frame_4708_ues.jpg","True","metadata_exact","input"
"AD238.avi","4722","touch_ues","crops\AD238.avi\ues\event_058_touch_ues_frame_4722_ues.jpg","True","metadata_exact","input"
"AD238.avi","4738","leave_ues","crops\AD238.avi\ues\event_039_leave_ues_frame_4738_ues.jpg","True","metadata_exact","input"
"AD238.avi","4914","before_onset","crops\AD238.avi\ues\event_021_before_onset_frame_4914_ues.jpg","True","metadata_exact","input"
"AD238.avi","4926","touch_ues","crops\AD238.avi\ues\event_059_touch_ues_frame_4926_ues.jpg","True","metadata_exact","input"
"AD238.avi","4947","leave_ues","crops\AD238.avi\ues\event_040_leave_ues_frame_4947_ues.jpg","True","metadata_exact","input"
"AD238.avi","5034","before_onset","crops\AD238.avi\ues\event_022_before_onset_frame_5034_ues.jpg","True","metadata_exact","input"
"AD243.avi","157","before_onset","crops\AD243.avi\ues\event_000_before_onset_frame_157_ues.jpg","True","metadata_exact","input"
"AD243.avi","171","touch_ues","crops\AD243.avi\ues\event_030_touch_ues_frame_171_ues.jpg","True","metadata_exact","input"
"AD243.avi","186","leave_ues","crops\AD243.avi\ues\event_016_leave_ues_frame_186_ues.jpg","True","metadata_exact","input"
"AD243.avi","285","before_onset","crops\AD243.avi\ues\event_001_before_onset_frame_285_ues.jpg","True","metadata_exact","input"
"AD243.avi","304","touch_ues","crops\AD243.avi\ues\event_031_touch_ues_frame_304_ues.jpg","True","metadata_exact","input"
"AD243.avi","320","leave_ues","crops\AD243.avi\ues\event_017_leave_ues_frame_320_ues.jpg","True","metadata_exact","input"
"AD243.avi","518","before_onset","crops\AD243.avi\ues\event_002_before_onset_frame_518_ues.jpg","True","metadata_exact","input"
"AD243.avi","537","touch_ues","crops\AD243.avi\ues\event_032_touch_ues_frame_537_ues.jpg","True","metadata_exact","input"
"AD243.avi","556","leave_ues","crops\AD243.avi\ues\event_018_leave_ues_frame_556_ues.jpg","True","metadata_exact","input"
"AD243.avi","629","before_onset","crops\AD243.avi\ues\event_003_before_onset_frame_629_ues.jpg","True","metadata_exact","input"
"AD243.avi","644","touch_ues","crops\AD243.avi\ues\event_033_touch_ues_frame_644_ues.jpg","True","metadata_exact","input"
"AD243.avi","675","leave_ues","crops\AD243.avi\ues\event_019_leave_ues_frame_675_ues.jpg","True","metadata_exact","input"
"AD243.avi","742","before_onset","crops\AD243.avi\ues\event_004_before_onset_frame_742_ues.jpg","True","metadata_exact","input"
"AD243.avi","760","touch_ues","crops\AD243.avi\ues\event_034_touch_ues_frame_760_ues.jpg","True","metadata_exact","input"
"AD243.avi","787","leave_ues","crops\AD243.avi\ues\event_020_leave_ues_frame_787_ues.jpg","True","metadata_exact","input"
"AD243.avi","865","before_onset","crops\AD243.avi\ues\event_005_before_onset_frame_865_ues.jpg","True","metadata_exact","input"
"AD243.avi","876","touch_ues","crops\AD243.avi\ues\event_035_touch_ues_frame_876_ues.jpg","True","metadata_exact","input"
"AD243.avi","911","leave_ues","crops\AD243.avi\ues\event_021_leave_ues_frame_911_ues.jpg","True","metadata_exact","input"
"AD243.avi","1367","before_onset","crops\AD243.avi\ues\event_006_before_onset_frame_1367_ues.jpg","True","metadata_exact","input"
"AD243.avi","1379","touch_ues","crops\AD243.avi\ues\event_036_touch_ues_frame_1379_ues.jpg","True","metadata_exact","input"
"AD243.avi","1391","leave_ues","crops\AD243.avi\ues\event_022_leave_ues_frame_1391_ues.jpg","True","metadata_exact","input"
"AD243.avi","1513","before_onset","crops\AD243.avi\ues\event_007_before_onset_frame_1513_ues.jpg","True","metadata_exact","input"
"AD243.avi","1526","touch_ues","crops\AD243.avi\ues\event_037_touch_ues_frame_1526_ues.jpg","True","metadata_exact","input"
"AD243.avi","1539","leave_ues","crops\AD243.avi\ues\event_023_leave_ues_frame_1539_ues.jpg","True","metadata_exact","input"
"AD243.avi","1626","before_onset","crops\AD243.avi\ues\event_008_before_onset_frame_1626_ues.jpg","True","metadata_exact","input"
"AD243.avi","2128","before_onset","crops\AD243.avi\ues\event_009_before_onset_frame_2128_ues.jpg","True","metadata_exact","input"
"AD243.avi","2138","touch_ues","crops\AD243.avi\ues\event_038_touch_ues_frame_2138_ues.jpg","True","metadata_exact","input"
"AD243.avi","2151","leave_ues","crops\AD243.avi\ues\event_024_leave_ues_frame_2151_ues.jpg","True","metadata_exact","input"
"AD243.avi","2286","before_onset","crops\AD243.avi\ues\event_010_before_onset_frame_2286_ues.jpg","True","metadata_exact","input"
"AD243.avi","2296","touch_ues","crops\AD243.avi\ues\event_039_touch_ues_frame_2296_ues.jpg","True","metadata_exact","input"
"AD243.avi","2318","leave_ues","crops\AD243.avi\ues\event_025_leave_ues_frame_2318_ues.jpg","True","metadata_exact","input"
"AD243.avi","2414","before_onset","crops\AD243.avi\ues\event_011_before_onset_frame_2414_ues.jpg","True","metadata_exact","input"
"AD243.avi","2427","touch_ues","crops\AD243.avi\ues\event_040_touch_ues_frame_2427_ues.jpg","True","metadata_exact","input"
"AD243.avi","2462","leave_ues","crops\AD243.avi\ues\event_026_leave_ues_frame_2462_ues.jpg","True","metadata_exact","input"
"AD243.avi","2475","before_onset","crops\AD243.avi\ues\event_012_before_onset_frame_2475_ues.jpg","True","metadata_exact","input"
"AD243.avi","2488","touch_ues","crops\AD243.avi\ues\event_041_touch_ues_frame_2488_ues.jpg","True","metadata_exact","input"
"AD243.avi","2504","leave_ues","crops\AD243.avi\ues\event_027_leave_ues_frame_2504_ues.jpg","True","metadata_exact","input"
"AD243.avi","2607","before_onset","crops\AD243.avi\ues\event_013_before_onset_frame_2607_ues.jpg","True","metadata_exact","input"
"AD243.avi","2622","touch_ues","crops\AD243.avi\ues\event_042_touch_ues_frame_2622_ues.jpg","True","metadata_exact","input"
"AD243.avi","2655","leave_ues","crops\AD243.avi\ues\event_028_leave_ues_frame_2655_ues.jpg","True","metadata_exact","input"
"AD243.avi","2727","before_onset","crops\AD243.avi\ues\event_014_before_onset_frame_2727_ues.jpg","True","metadata_exact","input"
"AD243.avi","2740","touch_ues","crops\AD243.avi\ues\event_043_touch_ues_frame_2740_ues.jpg","True","metadata_exact","input"
"AD243.avi","2766","leave_ues","crops\AD243.avi\ues\event_029_leave_ues_frame_2766_ues.jpg","True","metadata_exact","input"
"AD243.avi","2813","before_onset","crops\AD243.avi\ues\event_015_before_onset_frame_2813_ues.jpg","True","metadata_exact","input"
"AD243.avi","2833","touch_ues","crops\AD243.avi\ues\event_044_touch_ues_frame_2833_ues.jpg","True","metadata_exact","input"
"AD256.avi","41","before_onset","crops\AD256.avi\ues\event_000_before_onset_frame_41_ues.jpg","True","metadata_exact","input"
"AD256.avi","55","touch_ues","crops\AD256.avi\ues\event_072_touch_ues_frame_55_ues.jpg","True","metadata_exact","input"
"AD256.avi","68","leave_ues","crops\AD256.avi\ues\event_039_leave_ues_frame_68_ues.jpg","True","metadata_exact","input"
"AD256.avi","156","before_onset","crops\AD256.avi\ues\event_001_before_onset_frame_156_ues.jpg","True","metadata_exact","input"
"AD256.avi","175","touch_ues","crops\AD256.avi\ues\event_073_touch_ues_frame_175_ues.jpg","True","metadata_exact","input"
"AD256.avi","194","leave_ues","crops\AD256.avi\ues\event_040_leave_ues_frame_194_ues.jpg","True","metadata_exact","input"
"AD256.avi","297","before_onset","crops\AD256.avi\ues\event_002_before_onset_frame_297_ues.jpg","True","metadata_exact","input"
"AD256.avi","307","touch_ues","crops\AD256.avi\ues\event_074_touch_ues_frame_307_ues.jpg","True","metadata_exact","input"
"AD256.avi","358","leave_ues","crops\AD256.avi\ues\event_041_leave_ues_frame_358_ues.jpg","True","metadata_exact","input"
"AD256.avi","389","before_onset","crops\AD256.avi\ues\event_003_before_onset_frame_389_ues.jpg","True","metadata_exact","input"
"AD256.avi","424","touch_ues","crops\AD256.avi\ues\event_075_touch_ues_frame_424_ues.jpg","True","metadata_exact","input"
"AD256.avi","465","leave_ues","crops\AD256.avi\ues\event_042_leave_ues_frame_465_ues.jpg","True","metadata_exact","input"
"AD256.avi","481","before_onset","crops\AD256.avi\ues\event_004_before_onset_frame_481_ues.jpg","True","metadata_exact","input"
"AD256.avi","494","touch_ues","crops\AD256.avi\ues\event_076_touch_ues_frame_494_ues.jpg","True","metadata_exact","input"
"AD256.avi","519","before_onset","crops\AD256.avi\ues\event_005_before_onset_frame_519_ues.jpg","True","metadata_exact","input"
"AD256.avi","560","before_onset","crops\AD256.avi\ues\event_006_before_onset_frame_560_ues.jpg","True","metadata_exact","input"
"AD256.avi","647","before_onset","crops\AD256.avi\ues\event_007_before_onset_frame_647_ues.jpg","True","metadata_exact","input"
"AD256.avi","741","before_onset","crops\AD256.avi\ues\event_008_before_onset_frame_741_ues.jpg","True","metadata_exact","input"
"AD256.avi","756","touch_ues","crops\AD256.avi\ues\event_077_touch_ues_frame_756_ues.jpg","True","metadata_exact","input"
"AD256.avi","779","leave_ues","crops\AD256.avi\ues\event_043_leave_ues_frame_779_ues.jpg","True","metadata_exact","input"
"AD256.avi","872","before_onset","crops\AD256.avi\ues\event_009_before_onset_frame_872_ues.jpg","True","metadata_exact","input"
"AD256.avi","886","touch_ues","crops\AD256.avi\ues\event_078_touch_ues_frame_886_ues.jpg","True","metadata_exact","input"
"AD256.avi","916","leave_ues","crops\AD256.avi\ues\event_044_leave_ues_frame_916_ues.jpg","True","metadata_exact","input"
"AD256.avi","979","before_onset","crops\AD256.avi\ues\event_010_before_onset_frame_979_ues.jpg","True","metadata_exact","input"
"AD256.avi","1001","touch_ues","crops\AD256.avi\ues\event_079_touch_ues_frame_1001_ues.jpg","True","metadata_exact","input"
"AD256.avi","1019","leave_ues","crops\AD256.avi\ues\event_045_leave_ues_frame_1019_ues.jpg","True","metadata_exact","input"
"AD256.avi","1062","before_onset","crops\AD256.avi\ues\event_011_before_onset_frame_1062_ues.jpg","True","metadata_exact","input"
"AD256.avi","1087","touch_ues","crops\AD256.avi\ues\event_080_touch_ues_frame_1087_ues.jpg","True","metadata_exact","input"
"AD256.avi","1119","leave_ues","crops\AD256.avi\ues\event_046_leave_ues_frame_1119_ues.jpg","True","metadata_exact","input"
"AD256.avi","1148","before_onset","crops\AD256.avi\ues\event_012_before_onset_frame_1148_ues.jpg","True","metadata_exact","input"
"AD256.avi","1160","touch_ues","crops\AD256.avi\ues\event_081_touch_ues_frame_1160_ues.jpg","True","metadata_exact","input"
"AD256.avi","1359","before_onset","crops\AD256.avi\ues\event_013_before_onset_frame_1359_ues.jpg","True","metadata_exact","input"
"AD256.avi","1370","touch_ues","crops\AD256.avi\ues\event_082_touch_ues_frame_1370_ues.jpg","True","metadata_exact","input"
"AD256.avi","1385","leave_ues","crops\AD256.avi\ues\event_047_leave_ues_frame_1385_ues.jpg","True","metadata_exact","input"
"AD256.avi","1504","before_onset","crops\AD256.avi\ues\event_014_before_onset_frame_1504_ues.jpg","True","metadata_exact","input"
"AD256.avi","1517","touch_ues","crops\AD256.avi\ues\event_083_touch_ues_frame_1517_ues.jpg","True","metadata_exact","input"
"AD256.avi","1541","leave_ues","crops\AD256.avi\ues\event_048_leave_ues_frame_1541_ues.jpg","True","metadata_exact","input"
"AD256.avi","1617","before_onset","crops\AD256.avi\ues\event_015_before_onset_frame_1617_ues.jpg","True","metadata_exact","input"
"AD256.avi","1631","touch_ues","crops\AD256.avi\ues\event_084_touch_ues_frame_1631_ues.jpg","True","metadata_exact","input"
"AD256.avi","1667","leave_ues","crops\AD256.avi\ues\event_049_leave_ues_frame_1667_ues.jpg","True","metadata_exact","input"
"AD256.avi","1726","before_onset","crops\AD256.avi\ues\event_016_before_onset_frame_1726_ues.jpg","True","metadata_exact","input"
"AD256.avi","1739","touch_ues","crops\AD256.avi\ues\event_085_touch_ues_frame_1739_ues.jpg","True","metadata_exact","input"
"AD256.avi","1775","leave_ues","crops\AD256.avi\ues\event_050_leave_ues_frame_1775_ues.jpg","True","metadata_exact","input"
"AD256.avi","1836","before_onset","crops\AD256.avi\ues\event_017_before_onset_frame_1836_ues.jpg","True","metadata_exact","input"
"AD256.avi","1846","touch_ues","crops\AD256.avi\ues\event_086_touch_ues_frame_1846_ues.jpg","True","metadata_exact","input"
"AD256.avi","1875","leave_ues","crops\AD256.avi\ues\event_051_leave_ues_frame_1875_ues.jpg","True","metadata_exact","input"
"AD256.avi","1972","before_onset","crops\AD256.avi\ues\event_018_before_onset_frame_1972_ues.jpg","True","metadata_exact","input"
"AD256.avi","1985","touch_ues","crops\AD256.avi\ues\event_087_touch_ues_frame_1985_ues.jpg","True","metadata_exact","input"
"AD256.avi","2006","leave_ues","crops\AD256.avi\ues\event_052_leave_ues_frame_2006_ues.jpg","True","metadata_exact","input"
"AD256.avi","2272","before_onset","crops\AD256.avi\ues\event_019_before_onset_frame_2272_ues.jpg","True","metadata_exact","input"
"AD256.avi","2284","touch_ues","crops\AD256.avi\ues\event_088_touch_ues_frame_2284_ues.jpg","True","metadata_exact","input"
"AD256.avi","2303","leave_ues","crops\AD256.avi\ues\event_053_leave_ues_frame_2303_ues.jpg","True","metadata_exact","input"
"AD256.avi","2511","before_onset","crops\AD256.avi\ues\event_020_before_onset_frame_2511_ues.jpg","True","metadata_exact","input"
"AD256.avi","2523","touch_ues","crops\AD256.avi\ues\event_089_touch_ues_frame_2523_ues.jpg","True","metadata_exact","input"
"AD256.avi","2544","leave_ues","crops\AD256.avi\ues\event_054_leave_ues_frame_2544_ues.jpg","True","metadata_exact","input"
"AD256.avi","2949","before_onset","crops\AD256.avi\ues\event_021_before_onset_frame_2949_ues.jpg","True","metadata_exact","input"
"AD256.avi","2960","touch_ues","crops\AD256.avi\ues\event_090_touch_ues_frame_2960_ues.jpg","True","metadata_exact","input"
"AD256.avi","2973","leave_ues","crops\AD256.avi\ues\event_055_leave_ues_frame_2973_ues.jpg","True","metadata_exact","input"
"AD256.avi","3092","before_onset","crops\AD256.avi\ues\event_022_before_onset_frame_3092_ues.jpg","True","metadata_exact","input"
"AD256.avi","3106","touch_ues","crops\AD256.avi\ues\event_091_touch_ues_frame_3106_ues.jpg","True","metadata_exact","input"
"AD256.avi","3123","leave_ues","crops\AD256.avi\ues\event_056_leave_ues_frame_3123_ues.jpg","True","metadata_exact","input"
"AD256.avi","3370","before_onset","crops\AD256.avi\ues\event_023_before_onset_frame_3370_ues.jpg","True","metadata_exact","input"
"AD256.avi","3392","touch_ues","crops\AD256.avi\ues\event_092_touch_ues_frame_3392_ues.jpg","True","metadata_exact","input"
"AD256.avi","3399","leave_ues","crops\AD256.avi\ues\event_057_leave_ues_frame_3399_ues.jpg","True","metadata_exact","input"
"AD256.avi","3515","before_onset","crops\AD256.avi\ues\event_024_before_onset_frame_3515_ues.jpg","True","metadata_exact","input"
"AD256.avi","3527","touch_ues","crops\AD256.avi\ues\event_093_touch_ues_frame_3527_ues.jpg","True","metadata_exact","input"
"AD256.avi","3545","leave_ues","crops\AD256.avi\ues\event_058_leave_ues_frame_3545_ues.jpg","True","metadata_exact","input"
"AD256.avi","3608","before_onset","crops\AD256.avi\ues\event_025_before_onset_frame_3608_ues.jpg","True","metadata_exact","input"
"AD256.avi","3620","touch_ues","crops\AD256.avi\ues\event_094_touch_ues_frame_3620_ues.jpg","True","metadata_exact","input"
"AD256.avi","3638","leave_ues","crops\AD256.avi\ues\event_059_leave_ues_frame_3638_ues.jpg","True","metadata_exact","input"
"AD256.avi","3692","before_onset","crops\AD256.avi\ues\event_026_before_onset_frame_3692_ues.jpg","True","metadata_exact","input"
"AD256.avi","3714","touch_ues","crops\AD256.avi\ues\event_095_touch_ues_frame_3714_ues.jpg","True","metadata_exact","input"
