video,frame,label,xc,yc,w,h,width,height,filepath,split
AD162.avi,743,0,0.333737,0.738846,0.125503,0.143243,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,898,0,0.833093,0.721050,0.119926,0.140814,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,947,0,0.831188,0.749473,0.123559,0.142668,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,948,1,0.832067,0.750883,0.122649,0.141835,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,999,0,0.809566,0.763546,0.121719,0.140926,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1034,0,0.509983,0.733112,0.120979,0.138526,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1100,0,0.344874,0.761986,0.122767,0.140527,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1101,1,0.343479,0.758309,0.121635,0.139275,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1114,0,0.297419,0.789784,0.127405,0.143498,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1119,0,0.305841,0.795929,0.126091,0.141882,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1295,0,0.152861,0.922224,0.130974,0.149036,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1492,0,0.235571,0.538437,0.126881,0.143547,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1536,0,0.290032,0.547050,0.128054,0.146067,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1591,0,0.351661,0.564294,0.130854,0.148301,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1592,1,0.356848,0.564177,0.130342,0.147395,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1596,0,0.373467,0.588595,0.123678,0.141942,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1736,0,0.351695,0.697083,0.121790,0.138436,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1858,0,0.258002,0.542709,0.124440,0.140912,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1878,0,0.245353,0.536980,0.125698,0.141959,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1889,0,0.221687,0.540618,0.126622,0.143225,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1890,1,0.235901,0.539389,0.125773,0.142335,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,1908,0,0.304602,0.544130,0.128026,0.144867,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2052,0,0.418105,0.508397,0.128858,0.144749,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2061,0,0.429757,0.519803,0.123875,0.144150,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2062,1,0.429183,0.517355,0.123528,0.142814,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2071,0,0.419172,0.533706,0.123320,0.140767,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2101,0,0.421759,0.513081,0.124962,0.142627,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2259,0,0.233148,0.588356,0.124101,0.140937,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2272,0,0.234592,0.595018,0.123875,0.139994,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2275,0,0.235608,0.596482,0.125199,0.142039,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2276,1,0.244777,0.594594,0.124394,0.141726,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2290,0,0.294736,0.591635,0.125969,0.142823,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2294,0,0.300131,0.594240,0.124626,0.141326,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2413,0,0.403931,0.576898,0.128288,0.146304,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2414,1,0.411134,0.580869,0.127571,0.145004,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2427,0,0.387460,0.611319,0.124504,0.141811,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2523,0,0.362444,0.916303,0.122766,0.141339,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2541,0,0.344351,0.929799,0.121065,0.136576,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2558,0,0.342487,0.869003,0.122082,0.140950,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2559,1,0.349251,0.866193,0.120207,0.139565,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2569,0,0.385358,0.781966,0.121494,0.140926,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2668,0,0.289267,0.714581,0.125193,0.143236,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2670,0,0.288813,0.721709,0.125236,0.142570,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2671,1,0.289043,0.721784,0.125974,0.142986,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2685,0,0.293663,0.743355,0.127592,0.145095,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2692,0,0.312157,0.709300,0.122921,0.142371,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2739,0,0.357044,0.679636,0.123389,0.141791,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2850,0,0.317806,0.677967,0.125818,0.146185,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2851,1,0.313111,0.680709,0.127576,0.147665,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2877,0,0.289893,0.708903,0.126752,0.147139,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,2997,0,0.328594,0.680533,0.125190,0.145296,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3051,0,0.253966,0.668658,0.128208,0.149726,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3052,1,0.254785,0.668880,0.128508,0.150395,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3065,0,0.260949,0.670917,0.125751,0.147432,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3103,0,0.293856,0.684470,0.125891,0.144215,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3122,0,0.235828,0.673277,0.126217,0.146123,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3224,0,0.224729,0.664476,0.128255,0.147617,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3233,0,0.232231,0.665163,0.129725,0.149911,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3234,1,0.235484,0.665418,0.129226,0.149915,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3242,0,0.245096,0.673209,0.130419,0.151630,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3249,0,0.256505,0.676793,0.131047,0.149831,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3448,0,0.260122,0.690924,0.131723,0.150239,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3449,1,0.260217,0.691416,0.130975,0.149235,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3473,0,0.293485,0.693076,0.129071,0.148734,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3537,0,0.426889,0.676539,0.125113,0.144425,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3538,1,0.427979,0.676400,0.125978,0.144329,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3550,0,0.408448,0.680668,0.121145,0.138690,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3628,0,0.387823,0.715522,0.122539,0.140465,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3698,0,0.278893,0.708486,0.130434,0.148347,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3735,0,0.257542,0.705611,0.134642,0.151583,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD162.avi,3736,1,0.257066,0.705677,0.134328,0.151309,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD162.avi,train
AD169.avi,36,0,0.414200,0.104056,0.119536,0.138864,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,55,0,0.397259,0.185848,0.119181,0.136303,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,56,1,0.398299,0.204386,0.118365,0.135556,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,223,0,0.271059,0.603066,0.121275,0.140120,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,232,0,0.271786,0.696946,0.122195,0.140952,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,233,1,0.273634,0.710744,0.122116,0.141465,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,244,0,0.307109,0.741995,0.124064,0.144554,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,346,0,0.305115,0.535266,0.121296,0.137992,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,549,0,0.577454,0.072577,0.119323,0.136974,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,573,0,0.249596,0.627296,0.126221,0.143195,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,574,1,0.252847,0.628814,0.125536,0.143114,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,583,0,0.226320,0.632626,0.124887,0.142467,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,732,0,0.208046,0.667054,0.127072,0.145840,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,733,1,0.208859,0.667530,0.127128,0.147360,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,750,0,0.207574,0.657738,0.123533,0.142085,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,849,0,0.614805,0.392674,0.117937,0.138764,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,850,1,0.617373,0.385140,0.117689,0.137649,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,866,0,0.523993,0.497120,0.114173,0.132815,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,926,0,0.319220,0.398939,0.123325,0.141341,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,927,1,0.321257,0.404958,0.121832,0.140226,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,941,0,0.295102,0.467035,0.120765,0.136804,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,978,0,0.210746,0.491061,0.121176,0.137984,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1151,0,0.234766,0.629384,0.117518,0.135162,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1270,0,0.315867,0.625138,0.124814,0.141758,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1308,0,0.333490,0.688290,0.120371,0.139763,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1309,1,0.331465,0.689278,0.120714,0.140236,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1327,0,0.281025,0.658725,0.119967,0.138037,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1368,0,0.314330,0.417332,0.122271,0.140380,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1591,0,0.333808,0.692469,0.122844,0.142819,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1592,1,0.331200,0.691598,0.122815,0.142376,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1605,0,0.277087,0.707658,0.125806,0.144079,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1785,0,0.308933,0.658313,0.126260,0.147441,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1786,1,0.314939,0.658975,0.126242,0.146467,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1799,0,0.314368,0.658622,0.123867,0.142002,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1854,0,0.312790,0.632461,0.125925,0.144401,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1903,0,0.195952,0.515888,0.124293,0.141552,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1955,0,0.325141,0.560371,0.118745,0.136120,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1957,0,0.333107,0.585025,0.118062,0.135494,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,1958,1,0.340393,0.598764,0.117645,0.135149,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2038,0,0.346238,0.937480,0.112271,0.124221,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2143,0,0.248327,0.652378,0.125891,0.143143,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2151,0,0.248327,0.652378,0.125891,0.143143,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2217,0,0.371580,0.728118,0.119317,0.137406,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2312,0,0.288753,0.558978,0.120583,0.139331,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2340,0,0.432588,0.361059,0.117732,0.135655,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2341,1,0.440960,0.348938,0.118373,0.135893,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2456,0,0.206719,0.485065,0.123770,0.141398,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2457,1,0.209619,0.483417,0.123245,0.140317,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2471,0,0.235366,0.459646,0.124622,0.142193,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2614,0,0.188895,0.489821,0.118839,0.138789,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2615,1,0.188760,0.488083,0.119251,0.138136,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2633,0,0.262298,0.446065,0.120760,0.138120,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2670,0,0.211997,0.449510,0.121908,0.138319,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2681,0,0.189837,0.466448,0.121845,0.139297,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2811,0,0.260056,0.369256,0.123351,0.140950,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2812,1,0.261025,0.369594,0.122802,0.140361,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2836,0,0.244870,0.414090,0.121253,0.138549,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,2895,0,0.219079,0.701715,0.121106,0.142617,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3048,0,0.188943,0.511059,0.123976,0.140628,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3049,1,0.193455,0.511151,0.123691,0.139643,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3062,0,0.211028,0.496774,0.122197,0.139115,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3170,0,0.247277,0.592972,0.124565,0.141640,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3246,0,0.218067,0.568727,0.121439,0.139686,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3247,1,0.222903,0.571382,0.121929,0.140089,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3265,0,0.234957,0.606125,0.121064,0.140422,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3271,0,0.247866,0.624097,0.121718,0.138533,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3291,0,0.275896,0.681288,0.123285,0.140333,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3305,0,0.338055,0.714202,0.123599,0.141956,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3351,0,0.562384,0.583195,0.119213,0.140679,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3364,0,0.574612,0.575150,0.120033,0.138944,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3365,1,0.576687,0.575556,0.120636,0.140369,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3460,0,0.261010,0.660424,0.126123,0.144560,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3466,0,0.276169,0.677265,0.125159,0.142827,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3467,1,0.277270,0.678118,0.124353,0.141943,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3498,0,0.279790,0.654543,0.118876,0.136711,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3520,0,0.227112,0.572968,0.124093,0.143031,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3521,1,0.230831,0.573923,0.122879,0.142613,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3534,0,0.249350,0.598340,0.125263,0.143980,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3542,0,0.282981,0.635489,0.121670,0.141173,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3604,0,0.502115,0.816066,0.119899,0.141348,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3629,0,0.508364,0.735226,0.119448,0.139102,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3645,0,0.225949,0.690464,0.121913,0.142591,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3692,0,0.234722,0.831701,0.127251,0.148054,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3828,0,0.375781,0.354032,0.125198,0.143273,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3863,0,0.450110,0.292259,0.126315,0.144107,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
AD169.avi,3864,1,0.451201,0.291912,0.126777,0.144312,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD169.avi,train
